Genes	Transcription Units	Pathways of gene	GO terms (biological process)	GO terms (cellular component)	GO terms (molecular function)	Names
G185E-7738	TU185E-6951		GO:0006412	GO:0005829 // GO:0005840	GO:0003735	rpmJ // Rv3461c
G185E-7734	TU185E-6949		GO:0006354 // GO:0040007 // GO:0006351	GO:0000428 // GO:0005737 // GO:0005886 // GO:0005829 // GO:0005618	GO:0046983 // GO:0016779 // GO:0016740 // GO:0003899 // GO:0003677	rpoA // Rv3457c
G185E-4810	TU185E-5510		GO:0046677 // GO:0040007 // GO:0006351	GO:0005886 // GO:0005829 // GO:0005618 // GO:0000428	GO:0032549 // GO:0016779 // GO:0016740 // GO:0005515 // GO:0003899 // GO:0003677	rpoB // Rv0667
G185E-4811	TU185E-5511		GO:0040007 // GO:0006351	GO:0000428 // GO:0005829 // GO:0005886 // GO:0005618	GO:0046872 // GO:0008270 // GO:0000287 // GO:0016779 // GO:0016740 // GO:0003899 // GO:0003677	rpoC // Rv0668
G185E-5573	TU185E-5899		GO:0040007 // GO:0006351	GO:0000428 // GO:0005618	GO:0016779 // GO:0016740 // GO:0003899 // GO:0003677	rpoZ // Rv1390
G185E-5819	TU185E-6005		GO:0006412 // GO:0040007	GO:0022627 // GO:0005886 // GO:0005840 // GO:0005829 // GO:0005618	GO:0003735 // GO:0003729 // GO:0003723 // GO:0003676	rpsA // Rv1630
G185E-7142	TU185E-6668		GO:0040007 // GO:0006412	GO:0005829 // GO:0022627 // GO:0015935 // GO:0005886 // GO:0005840 // GO:0005618	GO:0003735	rpsB // Rv2890c
G185E-4851	TU185E-5530		GO:0002181 // GO:0040007 // GO:0006412	GO:0022627 // GO:0005829 // GO:0005886 // GO:0005840 // GO:0005618	GO:0003729 // GO:0019843 // GO:0003735 // GO:0003723 // GO:0003676	rpsC // Rv0707
G185E-7735	TU185E-6950		GO:0045903 // GO:0040007 // GO:0006412	GO:0015935 // GO:0005886 // GO:0005840 // GO:0005829 // GO:0005618	GO:0019843 // GO:0003735 // GO:0003723	rpsD // Rv3458c
G185E-4865	TU185E-5535		GO:0040007 // GO:0006412	GO:0022627 // GO:0015935 // GO:0005886 // GO:0005840 // GO:0005829	GO:0019843 // GO:0003735 // GO:0003723	rpsE // Rv0721
G185E-4167	TU185E-5187		GO:0006412	GO:0005829 // GO:0022627 // GO:0005886 // GO:0005840 // GO:0005618	GO:0070181 // GO:0019843 // GO:0003735 // GO:0003723	rpsF // Rv0053
G185E-4826	TU185E-5517		GO:0000028 // GO:0040007 // GO:0006412	GO:0022627 // GO:0015935 // GO:0005886 // GO:0005840 // GO:0005829 // GO:0005618	GO:0003729 // GO:0019843 // GO:0003735 // GO:0003723 // GO:0000049	rpsG // Rv0683
G185E-4862	TU185E-5535		GO:0040007 // GO:0006412	GO:0022627 // GO:0005829 // GO:0005840	GO:0019843 // GO:0003735 // GO:0003723	rpsH // Rv0718
G185E-7719	TU185E-6940		GO:0006412 // GO:0000462	GO:0015935 // GO:0005829 // GO:0022627 // GO:0005886 // GO:0005840	GO:0003723 // GO:0003735	rpsI // Rv3442c
G185E-4844	TU185E-5529		GO:0040007 // GO:0006412	GO:0015935 // GO:0005886 // GO:0005840 // GO:0005829 // GO:0005618	GO:0000049 // GO:0005515 // GO:0003735 // GO:0003723	rpsJ // nusE // Rv0700
G185E-7736	TU185E-6950		GO:0040007 // GO:0006412 // GO:0000462 // GO:0000028	GO:0005829 // GO:0022627 // GO:0005886 // GO:0005840	GO:0070181 // GO:0048027 // GO:0019843 // GO:0003735 // GO:0003723	rpsK // Rv3459c
G185E-4825	TU185E-5517		GO:0046677 // GO:0040007 // GO:0006412	GO:0005829 // GO:0015935 // GO:0005840	GO:0019843 // GO:0003735 // GO:0003723 // GO:0000049	rpsL // Rv0682
G185E-7737	TU185E-6950		GO:0042254 // GO:0006412	GO:0015935 // GO:0005829 // GO:0005886 // GO:0005840	GO:0019843 // GO:0003735 // GO:0003723 // GO:0003676 // GO:0000049	rpsM // Rv3460c
G185E-4861	TU185E-5534		GO:0006412	GO:0005829 // GO:0015935 // GO:0005840	GO:0008270 // GO:0046872 // GO:0019843 // GO:0003735 // GO:0003723	rpsN1 // rpsN // Rv0717
G185E-6260	TU185E-6221		GO:0006412	GO:0005829 // GO:0015935 // GO:0005840 // GO:0005618	GO:0019843 // GO:0003735 // GO:0003723	rpsN2 // Rv2056c
G185E-7034	TU185E-6619		GO:0006412	GO:0022627 // GO:0005829 // GO:0005886 // GO:0005840	GO:0019843 // GO:0003735 // GO:0003723	rpsO // Rv2785c
G185E-7161	TU185E-6675		GO:0006412	GO:0015935 // GO:0005829 // GO:0005886 // GO:0005840	GO:0003735	rpsP // Rv2909c
G185E-4854	TU185E-5530		GO:0040007 // GO:0006412	GO:0022627 // GO:0005829 // GO:0005886 // GO:0005840	GO:0019843 // GO:0003735 // GO:0003723	rpsQ // Rv0710
G185E-4169	TU185E-5189		GO:0006412	GO:0022627 // GO:0005829 // GO:0005840	GO:0070181 // GO:0019843 // GO:0003735 // GO:0003723	rpsR1 // rpsR // Rv0055
G185E-6259	TU185E-6221		GO:0006412	GO:0022627 // GO:0005829 // GO:0005886 // GO:0005840 // GO:0005618	GO:0070181 // GO:0019843 // GO:0003735 // GO:0003723	rpsR2 // Rv2055c
G185E-4849	TU185E-5530		GO:0000028 // GO:0040007 // GO:0006412	GO:0022627 // GO:0005829 // GO:0015935 // GO:0005886 // GO:0005840	GO:0019843 // GO:0003735 // GO:0003723	rpsS // Rv0705
G185E-6642	TU185E-7386		GO:0040007 // GO:0006412	GO:0015935 // GO:0005840 // GO:0005829	GO:0070181 // GO:0019843 // GO:0003735 // GO:0003723	rpsT // Rv2412
G185E-8151	TU185E-7157		GO:0051252 // GO:0043086	GO:0005829	GO:0008757 // GO:0047443 // GO:0046872 // GO:0016829 // GO:0008948 // GO:0008428	rraA // menG // Rv3853
G185E-5493	TU185E-5864					rrf
G185E-5492	TU185E-5863					rrl
G185E-5491	TU185E-5862					rrs // (alternate // gene // name: // rrnS). // Rvnr01
G185E-7561	TU185E-6859		GO:0045892		GO:0016989 // GO:0016787 // GO:0005524 // GO:0005515 // GO:0000166	rsbW // usfX // Rv3287c
G185E-5393	TU185E-5812		GO:0045893 // GO:0006355	GO:0005737	GO:0043856 // GO:0005515 // GO:0046872	rseA // Rv1222
G185E-5546	TU185E-5888		GO:0045893 // GO:0006355		GO:0043856 // GO:0005515	rsfA // Rv1365c
G185E-7972	TU185E-7065		GO:0045893 // GO:0006355		GO:0043856 // GO:0005515	rsfB // Rv3687c
G185E-7493	TU185E-6825		GO:0045892 // GO:0009408 // GO:0006979	GO:0005829	GO:0051536 // GO:0046872 // GO:0016989 // GO:0005515	rshA // Rv3221A
G185E-4569	TU185E-5380		GO:0045892 // GO:0006417	GO:0016021 // GO:0016020 // GO:0005886 // GO:0005618	GO:0016989 // GO:0005515	rskA // Rv0444c
G185E-4881	TU185E-5542		GO:0045892 // GO:0040007	GO:0016021 // GO:0016020 // GO:0005886	GO:0046872 // GO:0016989 // GO:0008270 // GO:0005515	rslA // Rv0736
G185E-6598	TU185E-6401		GO:0070475 // GO:0032259 // GO:0006364	GO:0005737	GO:0070042 // GO:0016740 // GO:0008168	rsmE // Rv2372c
G185E-6374	TU185E-6276		GO:0070475 // GO:0040007 // GO:0032259 // GO:0006364	GO:0005829 // GO:0005886 // GO:0005737	GO:0071424 // GO:0016740 // GO:0008168	rsmH // Rv2165c
G185E-5161	TU185E-7578		GO:0032259 // GO:0006364 // GO:0000453	GO:0005829 // GO:0005886 // GO:0005737	GO:0070677 // GO:0016740 // GO:0008168	rsmI // Rv1003
G185E-6875	TU185E-6533		GO:0008033 // GO:0006388 // GO:0000971 // GO:0006396	GO:0005829 // GO:0005618 // GO:0005576	GO:0005525 // GO:0000166 // GO:0003972 // GO:0046872 // GO:0016874 // GO:0008452	rtcB // Rv2631
G185E-7525	TU185E-6844		GO:0043448 // GO:0022900	GO:0005829	GO:0009055 // GO:0046872 // GO:0005506	rubA // Rv3251c
G185E-7524	TU185E-6844	P221-PWY	GO:0043448 // GO:0022900	GO:0005829 // GO:0005886	GO:0009055 // GO:0046872 // GO:0005506	rubB // Rv3250c
G185E-6835	TU185E-6515		GO:0032508 // GO:0009432 // GO:0006974 // GO:0006310 // GO:0006281 // GO:0000724	GO:0005829 // GO:0009379 // GO:0005886	GO:0016887 // GO:0016787 // GO:0009378 // GO:0005524 // GO:0004386 // GO:0003678 // GO:0003677 // GO:0000166	ruvA // Rv2593c
G185E-6834	TU185E-6515		GO:0032508 // GO:0009432 // GO:0006974 // GO:0006310 // GO:0006281	GO:0005829	GO:0016887 // GO:0003678 // GO:0016787 // GO:0009378 // GO:0005524 // GO:0004386 // GO:0003677 // GO:0000166	ruvB // Rv2592c
G185E-6836	TU185E-6515		GO:0009432 // GO:0090305 // GO:0071932 // GO:0006974 // GO:0006310 // GO:0006281 // GO:0000725	GO:0005829 // GO:0048476	GO:0000287 // GO:0046872 // GO:0016787 // GO:0008821 // GO:0004520 // GO:0004518 // GO:0003676	ruvC // Rv2594c
G185E-4115	TU185E-5157					Rv0004
G185E-4118	TU185E-5159			GO:0016021 // GO:0016020 // GO:0005887 // GO:0005886 // GO:0005618		Rv0007
G185E-4121	TU185E-7722		GO:0042546 // GO:0051301 // GO:0008360 // GO:0007049	GO:0016021 // GO:0016020 // GO:0005887 // GO:0005886	GO:0005515	Rv0008c
G185E-4123	TU185E-5161			GO:0016021 // GO:0016020 // GO:0005886		Rv0010c
G185E-4125	TU185E-5163			GO:0016021 // GO:0016020 // GO:0005887		Rv0012
G185E-4135	TU185E-5167		GO:0071704	GO:0005829	GO:0018580 // GO:0003824	Rv0021c
G185E-4137	TU185E-5169			GO:0005829	GO:0003677	Rv0023
G185E-4138	TU185E-5169			GO:0005829 // GO:0005886		Rv0024
G185E-4139	TU185E-5169					Rv0025
G185E-4140	TU185E-5170					Rv0026
G185E-4141	TU185E-5171		GO:0009306			Rv0027
G185E-4142	TU185E-5171					Rv0028
G185E-4143	TU185E-5172			GO:0005886 // GO:0005829		Rv0029
G185E-4144	TU185E-5173					Rv0030
G185E-4145	TU185E-5173					Rv0031
G185E-4148	TU185E-5174			GO:0005829		Rv0034
G185E-4150	TU185E-5175			GO:0005886 // GO:0005618	GO:0046872	Rv0036c
G185E-4151	TU185E-5176		GO:0055085	GO:0016021 // GO:0016020 // GO:0005886	GO:0022857	Rv0037c
G185E-4152	TU185E-7719			GO:0005829 // GO:0005886		Rv0038
G185E-4153	TU185E-5177			GO:0016021 // GO:0016020 // GO:0005886		Rv0039c
G185E-4156	TU185E-5179		GO:0006355	GO:0005829 // GO:0005886	GO:0000976 // GO:0003700	Rv0042c
G185E-4157	TU185E-5180		GO:0006355	GO:0005829	GO:0003700 // GO:0003677	Rv0043c
G185E-4158	TU185E-5181		GO:0046306	GO:0005829 // GO:0005886	GO:0008726 // GO:0016705	Rv0044c
G185E-4159	TU185E-5181				GO:0008126 // GO:0052689 // GO:0080030 // GO:0016787	Rv0045c
G185E-4161	TU185E-5183			GO:0005829		Rv0047c
G185E-4162	TU185E-5184			GO:0016021 // GO:0016020 // GO:0005887 // GO:0005886 // GO:0005618		Rv0048c
G185E-4163	TU185E-5185					Rv0049
G185E-4165	TU185E-5186			GO:0005886 // GO:0016021 // GO:0016020	GO:0016758	Rv0051
G185E-4166	TU185E-5186					Rv0052
G185E-4171	TU185E-5189					Rv0057
G185E-4173	TU185E-5191					Rv0059
G185E-4174	TU185E-5191		GO:0140291 // GO:0040007	GO:0005829		Rv0060
G185E-4175	TU185E-7717			GO:0030288		Rv0061c
G185E-4177	TU185E-5193			GO:0005576	GO:0071949 // GO:0050660 // GO:0016491	Rv0063
G185E-4178	TU185E-5194			GO:0016021 // GO:0016020 // GO:0005886 // GO:0005618 // GO:0005576		Rv0064
G185E-4182	TU185E-5196		GO:2000112 // GO:0006355	GO:0005829	GO:0000976 // GO:0003700 // GO:0003677	Rv0067c
G185E-4183	TU185E-7716			GO:0005829 // GO:0005886	GO:0016491	Rv0068
G185E-4186	TU185E-5198			GO:0005829		Rv0071
G185E-4187	TU185E-5199			GO:0016021 // GO:0016020 // GO:0005887 // GO:0005886 // GO:0005576		Rv0072
G185E-4188	TU185E-5199		GO:0055085	GO:0005886	GO:0022857 // GO:0016887 // GO:0005524 // GO:0000166	Rv0073
G185E-4189	TU185E-5200		GO:0019700 // GO:1901575	GO:0005829 // GO:0005886	GO:0016810 // GO:0016787	Rv0074
G185E-4190	TU185E-5200		GO:0009058	GO:0005829 // GO:0005886 // GO:0005576	GO:0030170 // GO:0016740 // GO:0008483 // GO:0003824	Rv0075
G185E-4191	TU185E-5201			GO:0005886 // GO:0016021 // GO:0016020		Rv0076c
G185E-4193	TU185E-7715		GO:2000112 // GO:0006355	GO:0005829 // GO:0005886	GO:0000976 // GO:0003700 // GO:0003677	Rv0078
G185E-4194	TU185E-5203					Rv0078A
G185E-4195	TU185E-5203					Rv0078B
G185E-4196	TU185E-5204		GO:0045900	GO:0022627 // GO:0005829 // GO:0005886 // GO:0005618	GO:0043024 // GO:0043022	Rv0079 // Rv0079
G185E-4197	TU185E-5204			GO:0005829		Rv0080
G185E-4198	TU185E-5205		GO:0006355	GO:0005886	GO:0003700 // GO:0003677	Rv0081
G185E-4199	TU185E-5205			GO:0005886	GO:0051536	ehrS // Rv0082
G185E-4200	TU185E-5205		GO:0042773	GO:0016021 // GO:0016020 // GO:0005886	GO:0016491 // GO:0008137	Rv0083
G185E-4205	TU185E-5205			GO:0005886 // GO:0005618		Rv0088
G185E-4206	TU185E-5206		GO:0032259	GO:0005618	GO:0016740 // GO:0008168	Rv0089
G185E-4207	TU185E-5207			GO:0005829 // GO:0016021 // GO:0016020 // GO:0005886		Rv0090
G185E-4210	TU185E-5210			GO:0016021 // GO:0016020 // GO:0005886 // GO:0005618		Rv0093c
G185E-4211	TU185E-5211					Rv0094c
G185E-4212	TU185E-5212					Rv0095c
G185E-4214	TU185E-5213			GO:0005829	GO:0051213 // GO:0046872 // GO:0016491	Rv0097
G185E-4217	TU185E-5213		GO:0006629 // GO:0006631		GO:0000036	Rv0100
G185E-4219	TU185E-5214		GO:0040007	GO:0016021 // GO:0016020 // GO:0005886		Rv0102
G185E-4221	TU185E-7713		GO:0006355	GO:0005829 // GO:0016021 // GO:0016020 // GO:0005886	GO:0003700	Rv0104
G185E-4223	TU185E-7711			GO:0005829		Rv0106
G185E-4225	TU185E-5216			GO:0005618		Rv0108c
G185E-4227	TU185E-5218		GO:0006508	GO:0005886 // GO:0016021 // GO:0016020	GO:0004252	Rv0110
G185E-4228	TU185E-5219		GO:0033692 // GO:0009103	GO:0016021 // GO:0016020 // GO:0005886 // GO:0005618	GO:0016747 // GO:0016746 // GO:0016740	Rv0111
G185E-4238	TU185E-5223			GO:0005829	GO:0070967 // GO:0016627	Rv0121c
G185E-4239	TU185E-5224			GO:0005618		Rv0122
G185E-4240	TU185E-5224			GO:0005829 // GO:0005886		Rv0123
G185E-4245	TU185E-5228			GO:0005886 // GO:0016021 // GO:0016020		Rv0128
G185E-4250	TU185E-5231			GO:0005886	GO:0016740 // GO:0008080	Rv0133
G185E-4252	TU185E-7704		GO:0010468 // GO:0006355	GO:0005886	GO:0000976 // GO:0003700 // GO:0003677	Rv0135c
G185E-4255	TU185E-5233					Rv0138
G185E-4256	TU185E-5233			GO:0005737 // GO:0005829 // GO:0005886 // GO:0005618	GO:0070403 // GO:0048040 // GO:0003824	Rv0139
G185E-4257	TU185E-5234			GO:0005576		Rv0140
G185E-4258	TU185E-7701			GO:0005829		Rv0141c
G185E-4259	TU185E-7700		GO:0006307 // GO:0006285 // GO:0006284 // GO:0006281	GO:0032993 // GO:0005737 // GO:0005618	GO:0043916 // GO:0032131 // GO:0008725 // GO:0003824	Rv0142
G185E-4260	TU185E-7699		GO:1902476 // GO:0055085 // GO:0034220 // GO:0006821	GO:0005886 // GO:0016021 // GO:0016020	GO:0005247	Rv0143c
G185E-4261	TU185E-5235		GO:2000112 // GO:0006355	GO:0005886 // GO:0005829	GO:0003700 // GO:0000976 // GO:0003677	Rv0144
G185E-4262	TU185E-5236		GO:0032259	GO:0005829	GO:0016740 // GO:0008168	Rv0145
G185E-4263	TU185E-5237		GO:0052559 // GO:0032259	GO:0005886 // GO:0005829	GO:0016740 // GO:0008168	Rv0146
G185E-4264	TU185E-5238		GO:0006081	GO:0005737 // GO:0005829 // GO:0005886 // GO:0005618	GO:0004029 // GO:0016620 // GO:0004028 // GO:0016491	Rv0147
G185E-4265	TU185E-5239		GO:0070490	GO:0005829 // GO:0005886 // GO:0005618	GO:0016491	Rv0148
G185E-4266	TU185E-5239			GO:0005886	GO:0016491 // GO:0008270	Rv0149
G185E-4267	TU185E-5240					Rv0150c
G185E-4275	TU185E-7698					Rv0157A
G185E-4276	TU185E-7697		GO:2000112 // GO:0006355	GO:0005829	GO:0000976 // GO:0003700 // GO:0003677	Rv0158
G185E-4279	TU185E-7696	PWY-6113 // PWYG-321	GO:0022904 // GO:0019516	GO:0031234 // GO:0005829	GO:0071949 // GO:0051990 // GO:0004458 // GO:0050660 // GO:0016491 // GO:0003824	Rv0161
G185E-4281	TU185E-5246			GO:0005886	GO:0047617	Rv0163
G185E-4293	TU185E-5249		GO:0051701	GO:0016021 // GO:0016020 // GO:0005887 // GO:0005886 // GO:0005576		Rv0175
G185E-4294	TU185E-5249		GO:0051701	GO:0016020 // GO:0016021 // GO:0005886		Rv0176
G185E-4295	TU185E-5249		GO:0051701	GO:0016020 // GO:0016021 // GO:0005886		Rv0177
G185E-4296	TU185E-5249		GO:0051701	GO:0016021 // GO:0016020 // GO:0005887 // GO:0005886 // GO:0005576	GO:0005515	Rv0178
G185E-4298	TU185E-5251			GO:0016021 // GO:0016020 // GO:0005887 // GO:0005886 // GO:0005618		Rv0180c
G185E-4299	TU185E-5251			GO:0005886 // GO:0005829	GO:0051213 // GO:0046872 // GO:0016491 // GO:0008127	Rv0181c // Rv0181c
G185E-4301	TU185E-5252		GO:0016042 // GO:0052151 // GO:0046503 // GO:0006629	GO:0005576 // GO:0005829 // GO:0016020 // GO:0005886 // GO:0005618	GO:0004622 // GO:0047372 // GO:0016787 // GO:0016298	Rv0183
G185E-4302	TU185E-5253					Rv0184
G185E-4303	TU185E-5253					Rv0185
G185E-4306	TU185E-5255		GO:0032259	GO:0005829 // GO:0005886	GO:0102938 // GO:0102084 // GO:0046872 // GO:0016206 // GO:0008757 // GO:0016740 // GO:0008171 // GO:0008168	Rv0187
G185E-4307	TU185E-5256			GO:0005886 // GO:0016021 // GO:0016020		Rv0188
G185E-4310	TU185E-5258		GO:1990961 // GO:0046677 // GO:0055085	GO:0005887 // GO:0016021 // GO:0016020 // GO:0005886	GO:0022857	Rv0191
G185E-4311	TU185E-5258	PWY0-1586	GO:0018104 // GO:0006508 // GO:0071555 // GO:0009252 // GO:0008360	GO:0005576	GO:0071972 // GO:0016746 // GO:0016740	Rv0192 // Rv0192
G185E-4312	TU185E-5259					Rv0192A
G185E-4313	TU185E-7691			GO:0005829		Rv0193c
G185E-4314	TU185E-5260		GO:1990961 // GO:0055085 // GO:0046677	GO:0016021 // GO:0016020 // GO:0005886 // GO:0005618	GO:0140359 // GO:0005215 // GO:0042626 // GO:0034040 // GO:0016887 // GO:0015562 // GO:0005524 // GO:0000166	Rv0194
G185E-4315	TU185E-5261		GO:0006355	GO:0005829	GO:0003677	Rv0195
G185E-4316	TU185E-5262			GO:0005829	GO:0003700 // GO:0000976 // GO:0003677	Rv0196
G185E-4317	TU185E-5262			GO:0005829	GO:0043546 // GO:0051536 // GO:0046872 // GO:0016491	Rv0197
G185E-4319	TU185E-5263		GO:0051701	GO:0016021 // GO:0016020 // GO:0005887 // GO:0005576		Rv0199
G185E-4320	TU185E-5263			GO:0016021 // GO:0016020 // GO:0005886		Rv0200
G185E-4321	TU185E-5264		GO:0051701			Rv0201c
G185E-4323	TU185E-7689		GO:0015886	GO:0030288 // GO:0005576	GO:0046872 // GO:0020037	Rv0203
G185E-4324	TU185E-7688		GO:0051701	GO:0016020 // GO:0005886 // GO:0016021		Rv0204c
G185E-4325	TU185E-7687		GO:0055085 // GO:0040007	GO:0005887 // GO:0016021 // GO:0016020 // GO:0005886	GO:0005215	Rv0205
G185E-4327	TU185E-5266		GO:0090501	GO:0005886	GO:0004540	Rv0207c
G185E-4328	TU185E-5266		GO:0030488 // GO:0106004 // GO:0040007 // GO:0036265 // GO:0032259 // GO:0008033 // GO:0006400	GO:0005829 // GO:0043527	GO:0016740 // GO:0008176 // GO:0008168	Rv0208c
G185E-4329	TU185E-5267			GO:0005829 // GO:0005886		Rv0209
G185E-4330	TU185E-5267			GO:0005829 // GO:0016021 // GO:0016020		Rv0210
G185E-4333	TU185E-5269		GO:0032259	GO:0005886 // GO:0005829	GO:0051536 // GO:0046872 // GO:0031419 // GO:0016740 // GO:0008168 // GO:0003824	Rv0213c
G185E-4336	TU185E-7684					Rv0216
G185E-4338	TU185E-5270			GO:0005886 // GO:0016021 // GO:0016020		Rv0218
G185E-4339	TU185E-5270			GO:0005886 // GO:0016021 // GO:0016020 // GO:0005576		Rv0219
G185E-4341	TU185E-5271		GO:0071731 // GO:0045017 // GO:0051701 // GO:0019432 // GO:0006629 // GO:0006071 // GO:0001666	GO:0005829 // GO:0005886 // GO:0005618	GO:0008374 // GO:0047196 // GO:0016746 // GO:0016740 // GO:0004144	Rv0221
G185E-4343	TU185E-5272			GO:0005886	GO:0016620 // GO:0016491	Rv0223c
G185E-4344	TU185E-5273		GO:0040007 // GO:0032259		GO:0016740 // GO:0008168	Rv0224c
G185E-4345	TU185E-7682		GO:0044249 // GO:1901576	GO:0005829	GO:0016740 // GO:0016757	Rv0225
G185E-4346	TU185E-5274		GO:0040007	GO:0016021 // GO:0016020 // GO:0005886		Rv0226c
G185E-4347	TU185E-5274		GO:0040007	GO:0016021 // GO:0016020 // GO:0005887 // GO:0005886 // GO:0005618		Rv0227c
G185E-4348	TU185E-7681		GO:0033692 // GO:0009103 // GO:0040007	GO:0005886 // GO:0016021 // GO:0016020	GO:0016747 // GO:0016746 // GO:0016740	Rv0228
G185E-4349	TU185E-5275		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	Rv0229c
G185E-4352	TU185E-5277		GO:2000112 // GO:0006355	GO:0005829	GO:0003700 // GO:0000976 // GO:0003677	Rv0232
G185E-4355	TU185E-5278		GO:0051604	GO:0005886 // GO:0016021 // GO:0016020		Rv0235c
G185E-4357	TU185E-5279					Rv0236A
G185E-4359	TU185E-5281		GO:2000112 // GO:0006355	GO:0005829 // GO:0005886	GO:0003700 // GO:0000976 // GO:0003677	Rv0238
G185E-4367	TU185E-5286		GO:0006208		GO:0016646 // GO:0042602 // GO:0010181	Rv0245
G185E-4368	TU185E-5287			GO:0005886 // GO:0016021 // GO:0016020 // GO:0005618		Rv0246
G185E-4369	TU185E-5288		GO:0006099 // GO:0009060 // GO:0022904	GO:0045282 // GO:0005618 // GO:0005886	GO:0046872 // GO:0051539 // GO:0000104 // GO:0009055 // GO:0016491 // GO:0051536 // GO:0051537	Rv0247c
G185E-4370	TU185E-5288		GO:0008202 // GO:0009061 // GO:0009060 // GO:0022900	GO:0045282 // GO:0005886 // GO:0005618	GO:0033765 // GO:0050660 // GO:0000104 // GO:0009055 // GO:0016491	Rv0248c
G185E-4371	TU185E-5288		GO:0009060 // GO:0052572	GO:0045282 // GO:0005886 // GO:0016021 // GO:0016020	GO:0000104	Rv0249c
G185E-4372	TU185E-5289			GO:0005829		Rv0250c
G185E-4379	TU185E-7679					Rv0257
G185E-4380	TU185E-5293		GO:0006355 // GO:2000112			Rv0258c
G185E-4381	TU185E-5293				GO:0046872 // GO:0016829	Rv0259c
G185E-4382	TU185E-5293		GO:0006779 // GO:0006780 // GO:0033014 // GO:0010468 // GO:0006355 // GO:0000160	GO:0005829 // GO:0005618	GO:0004852 // GO:0003677	Rv0260c
G185E-4385	TU185E-5295			GO:0005829	GO:0016787 // GO:0005524 // GO:0000166	Rv0263c
G185E-4386	TU185E-5295		GO:0052562	GO:0005829	GO:0016787 // GO:0005524 // GO:0000166	Rv0264c
G185E-4387	TU185E-5296			GO:0030288 // GO:0005886		Rv0265c
G185E-4390	TU185E-5297			GO:0005829		Rv0268c // Rv0268c
G185E-4391	TU185E-5298			GO:0005829		Rv0269c
G185E-4394	TU185E-5300		GO:0006629	GO:0016020	GO:0016298	Rv0272c
G185E-4395	TU185E-5300		GO:0006355 // GO:2000112	GO:0005829	GO:0003700 // GO:0000976 // GO:0003677	Rv0273c
G185E-4396	TU185E-7676		GO:0019439 // GO:0006725		GO:0051213 // GO:0016491 // GO:0008198 // GO:0003824	Rv0274
G185E-4397	TU185E-7675		GO:0010468	GO:0005829	GO:0003700 // GO:0000976 // GO:0003677	Rv0275c
G185E-4398	TU185E-7674			GO:0005829 // GO:0005886	GO:0016491	Rv0276
G185E-4404	TU185E-5303		GO:0032259	GO:0005886 // GO:0005829	GO:0016740 // GO:0008168	Rv0281
G185E-4416	TU185E-7673				GO:0016787	Rv0293c
G185E-4418	TU185E-5307	PWY-7746	GO:0050427 // GO:0046506 // GO:0005991 // GO:0005975	GO:0005886 // GO:0005618	GO:0050656 // GO:0042803 // GO:0016740 // GO:0008146	Rv0295c
G185E-4419	TU185E-5307		GO:0051701 // GO:0044650 // GO:0035635	GO:0005829 // GO:0005618	GO:0016787 // GO:0005515 // GO:0046872 // GO:0008484 // GO:0004065 // GO:0003824	Rv0296c
G185E-4421	TU185E-5309		GO:0045927 // GO:0006355			Rv0298 // Rv0298
G185E-4422	TU185E-5309		GO:0045926			Rv0299 // Rv0299
G185E-4425	TU185E-5311		GO:2000112 // GO:0006355	GO:0005829	GO:0003700 // GO:0000976 // GO:0003677	Rv0302
G185E-4426	TU185E-5311			GO:0005829	GO:0016491 // GO:0000253	Rv0303
G185E-4429	TU185E-7671			GO:0005618	GO:0016491	Rv0306
G185E-4430	TU185E-7670					Rv0307c
G185E-4431	TU185E-5314			GO:0005886 // GO:0016021 // GO:0016020		Rv0308
G185E-4432	TU185E-5315			GO:0030288 // GO:0005618 // GO:0005576		Rv0309
G185E-4433	TU185E-7669					Rv0310c
G185E-4434	TU185E-5316		GO:0040007	GO:0005829		Rv0311
G185E-4435	TU185E-5317		GO:0040007	GO:0016020 // GO:0016021 // GO:0005886 // GO:0005576	GO:0016887 // GO:0005524 // GO:0000166	Rv0312
G185E-4436	TU185E-5318			GO:0005829		Rv0313
G185E-4437	TU185E-7668			GO:0016021 // GO:0016020		Rv0314c
G185E-4438	TU185E-5319		GO:0005975	GO:0005576	GO:0046872 // GO:0004553	Rv0315
G185E-4439	TU185E-5320			GO:0005829 // GO:0005618	GO:0016853	Rv0316
G185E-4442	TU185E-5322		GO:0071577 // GO:0055085 // GO:0030001	GO:0005886 // GO:0016021 // GO:0016020	GO:0005385 // GO:0046873	Rv0318c
G185E-4444	TU185E-5324					Rv0320
